AppId, UserId, TimeStamp, OnBattery, ScreenOn, BatterySaverActive, LowPowerEpochActive, Foreground, InteractivityState, Container, Committed, TimeInMSec, MeasuredBitmap, EnergyLoss, CPUEnergyConsumption, SocEnergyConsumption, DisplayEnergyConsumption, DiskEnergyConsumption, NetworkEnergyConsumption, MBBEnergyConsumption, OtherEnergyConsumption, EmiEnergyConsumption, CPUEnergyConsumptionWorkOnBehalf, CPUEnergyConsumptionAttributed, TotalEnergyConsumption
Microsoft.YourPhone_1.22082.117.0_x64__8wekyb3d8bbwe, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 584506, b000000000, 0, 3659, 0, 0, 649, 0, 0, 0, 0, 56, 433, 4308
Microsoft.Windows.StartMenuExperienceHost_10.0.22000.778_neutral_neutral_cw5n1h2txyewy, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 711064, b000000000, 0, 1800, 0, 0, 29, 0, 0, 0, 0, 137, 150, 1829
MicrosoftWindows.Client.CBS_1000.22000.1098.0_x64__cw5n1h2txyewy, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 476453, b000000000, 0, 64, 0, 0, 2, 0, 0, 0, 0, 0, 0, 66
MicrosoftTeams_22227.300.1508.3394_x64__8wekyb3d8bbwe, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 534949, b000000000, 0, 187, 0, 0, 0, 0, 0, 0, 0, 23, 23, 187
AD2F1837.HPThermalControl_1.11.4.0_x64__v10z8vjag6ke6, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 534958, b000000000, 0, 6277, 0, 0, 467, 0, 0, 0, 0, 235, 4075, 6744
Microsoft.AAD.BrokerPlugin_1000.19580.1000.0_neutral_neutral_cw5n1h2txyewy, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 120024, b000000000, 0, 422, 0, 0, 4, 0, 0, 0, 0, 7, 91, 426
Microsoft.Windows.ContentDeliveryManager_10.0.22000.1_neutral_neutral_cw5n1h2txyewy, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 240024, b000000000, 0, 1668, 0, 0, 83, 0, 0, 0, 0, 21, 561, 1751
Microsoft.WindowsTerminal_1.15.2875.0_x64__8wekyb3d8bbwe, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 826009, b000000000, 0, 571, 0, 0, 0, 0, 0, 0, 0, 3, 78, 571
microsoft.windowscommunicationsapps_16005.14326.20970.0_x64__8wekyb3d8bbwe, S-1-5-21-2339632731-1895639542-1700588445-1001, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, FALSE, NotUnique, FALSE, TRUE, 160976, b000000000, 0, 616, 0, 0, 4, 0, 0, 0, 0, 334, 168, 620
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [Winmgmt], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 830437, b000000000, 0, 8543, 0, 0, 145, 0, 0, 0, 0, 706, 4986, 8688
System Interrupts, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 209625, 181052, 0, 0, 0, 0, 0, 0, 0, 0, 390677
System, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 227177, 0, 8563, 37007, 10055, 0, 0, 0, 826, 596, 282802
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\hpanalyticscomp.inf_amd64_29c6c876bdaf5af9\x64\TouchpointAnalyticsClientService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 573575, b000000000, 0, 7022, 0, 0, 214, 0, 0, 0, 0, 148, 51, 7236
\Device\HarddiskVolume4\Windows\System32\taskhostw.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 184095, b000000000, 0, 1388, 0, 0, 222, 0, 0, 0, 0, 0, 270, 1610
\Device\HarddiskVolume4\Windows\System32\services.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 4387, 0, 0, 143, 0, 0, 0, 0, 4294, 191, 4530
\Device\HarddiskVolume4\Program Files\NordUpdater\NordUpdateService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 10708, 0, 0, 63, 97, 0, 0, 0, 0, 23, 10868
\Device\HarddiskVolume4\Windows\System32\svchost.exe [DcomLaunch], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 7291, 0, 0, 101, 0, 0, 0, 0, 5508, 3838, 7392
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [ProfSvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 600550, b000000000, 0, 56, 0, 0, 649, 0, 0, 0, 0, 9276, 0, 705
\Device\HarddiskVolume4\Program Files (x86)\Razer\Razer Services\GMS3\GameManagerService3.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 15111, 0, 0, 443, 0, 0, 0, 0, 0, 105, 15554
\Device\HarddiskVolume4\Windows\System32\winlogon.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 475173, b000000000, 0, 9995, 0, 0, 3, 0, 0, 0, 0, 0, 9371, 9998
\Device\HarddiskVolume4\Windows\System32\wbem\WmiPrvSE.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 609135, b000000000, 0, 131, 0, 0, 0, 0, 0, 0, 0, 156, 0, 131
\Device\HarddiskVolume4\Program Files\NordVPN\nordvpn-service.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 26645, 0, 0, 193, 0, 0, 0, 0, 0, 2573, 26838
\Device\HarddiskVolume4\Windows\System32\wevtutil.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 4085, b000000000, 0, 4304, 0, 0, 6, 0, 0, 0, 0, 0, 228, 4310
\Device\HarddiskVolume4\Windows\System32\svchost.exe [utcsvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 4042, 0, 0, 131, 2064, 0, 0, 0, 0, 493, 6237
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\realtekservice.inf_amd64_be03f2dca68bf962\RtkAudUService64.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 600565, b000000000, 0, 440, 0, 0, 0, 0, 0, 0, 0, 0, 6, 440
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [Schedule], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 802476, b000000000, 0, 640, 0, 0, 114, 0, 0, 0, 0, 254, 11, 754
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [DisplayEnhancementService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 199047, b000000000, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
\Device\HarddiskVolume4\ProgramData\Microsoft\Windows Defender\Platform\4.18.2209.7-0\MsMpEng.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 238835, 0, 0, 1509, 0, 0, 0, 0, 5926, 389, 240344
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [gpsvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 378067, b000000000, 0, 149, 0, 0, 4, 0, 0, 0, 0, 0, 1, 153
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_1d0e377969841bd2\x64\SysInfoCap.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 628514, b000000000, 0, 728, 0, 0, 21, 0, 0, 0, 0, 182, 173, 749
\Device\HarddiskVolume4\Windows\System32\svchost.exe [CameraMonitor], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 69147, b000000000, 0, 256, 0, 0, 14, 0, 0, 0, 0, 9, 37, 270
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [hidserv], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 120012, b000000000, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
\Device\HarddiskVolume4\Windows\System32\svchost.exe [appmodel] [StateRepository], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 9180, 0, 0, 114, 0, 0, 0, 0, 6808, 0, 9294
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [DsmSvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 641806, b000000000, 0, 3302, 0, 0, 41, 189, 0, 0, 0, 4, 796, 3532
\Device\HarddiskVolume4\Windows\System32\cAVS\Intel(R) Audio Service\IntelAudioService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 64097, b000000000, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16
\Device\HarddiskVolume4\Windows\System32\svchost.exe [osprivacy] [camsvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 785063, b000000000, 0, 1128, 0, 0, 65, 0, 0, 0, 0, 2426, 13, 1193
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [SysMain], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 21109, 0, 0, 7767, 0, 0, 0, 0, 1, 279, 28876
\Device\HarddiskVolume4\Windows\System32\svchost.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 299025, b000000000, 0, 218, 0, 0, 836, 0, 0, 0, 0, 0, 0, 1054
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [SENS], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 299032, b000000000, 0, 188, 0, 0, 4, 0, 0, 0, 0, 5, 47, 192
\Device\HarddiskVolume4\Windows\System32\lsass.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 6320, 0, 0, 62, 0, 0, 0, 0, 2853, 112, 6382
\Device\HarddiskVolume4\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 135892, b000000000, 0, 913, 0, 0, 188, 0, 0, 0, 0, 0, 7, 1101
\Device\HarddiskVolume4\Windows\System32\LogonUI.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 4085, b000000000, 0, 325, 0, 0, 96, 0, 0, 0, 0, 25, 24, 421
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [TrkWks], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 64085, b000000000, 0, 1, 0, 0, 3211, 0, 0, 0, 0, 0, 0, 3212
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [Themes], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 674531, b000000000, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 176
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_1d0e377969841bd2\x64\SysInfoCap.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 124104, b000000000, 0, 541, 0, 0, 0, 0, 0, 0, 0, 0, 0, 541
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [WpnService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 613999, b000000000, 0, 383, 0, 0, 27, 18, 0, 0, 0, 61, 61, 428
\Device\HarddiskVolume4\Windows\System32\sc.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 4085, b000000000, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27
\Device\HarddiskVolume4\Windows\System32\svchost.exe [NetSvcs] [iphlpsvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 364090, b000000000, 0, 453, 0, 0, 1, 0, 0, 0, 0, 78, 189, 454
\Device\HarddiskVolume4\Windows\System32\conhost.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 120015, b000000000, 0, 67, 0, 0, 3, 0, 0, 0, 0, 0, 0, 70
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\lms.inf_amd64_fddb643595e0b8d0\LMS.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 332068, b000000000, 0, 12, 0, 0, 2, 0, 0, 0, 0, 0, 0, 14
\Device\HarddiskVolume4\Windows\System32\SynTPEnhService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 304111, b000000000, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [NetSetupSvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 179031, b000000000, 0, 134, 0, 0, 1, 0, 0, 0, 0, 12, 2, 135
\Device\HarddiskVolume4\Windows\System32\wlanext.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 470462, b000000000, 0, 31, 0, 0, 1, 0, 0, 0, 0, 1, 0, 32
\Device\HarddiskVolume4\Windows\System32\AggregatorHost.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 290097, b000000000, 0, 10, 0, 0, 7, 0, 0, 0, 0, 9, 0, 17
\Device\HarddiskVolume4\Program Files (x86)\Razer\Razer Cortex\CortexLauncherService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 904085, b000000000, 0, 1692, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1692
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\iaahcic.inf_amd64_3de4831720bb2934\RstMwService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 120012, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [TabletInputService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 466590, b000000000, 0, 292, 0, 0, 16, 0, 0, 0, 0, 0, 2, 308
Registry, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 835147, b000000000, 0, 441, 0, 0, 1605, 0, 0, 0, 0, 0, 0, 2046
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_9de8154b682af864\igfxCUIService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 143129, b000000000, 0, 70, 0, 0, 1, 0, 0, 0, 0, 0, 17, 71
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [DeviceAssociationService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 143129, b000000000, 0, 13, 0, 0, 3, 0, 0, 0, 0, 8, 0, 16
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [ShellHWDetection], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 438417, b000000000, 0, 66, 0, 0, 0, 0, 0, 0, 0, 11, 6, 66
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [LanmanServer], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 682479, b000000000, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 50, 177
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 819987, b000000000, 0, 906, 0, 0, 17, 0, 0, 0, 0, 45, 241, 923
\Device\HarddiskVolume4\Windows\SysWOW64\XtuService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 753583, b000000000, 0, 6975, 0, 0, 235, 0, 0, 0, 0, 0, 50, 7210
\Device\HarddiskVolume4\Windows\System32\svchost.exe [DcomLaunch] [LSM], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 893635, b000000000, 0, 590, 0, 0, 9, 0, 0, 0, 0, 68, 25, 599
\Device\HarddiskVolume4\Windows\System32\Intel\DPTF\esif_uf.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 124097, b000000000, 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 125, 155
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [AudioEndpointBuilder], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 318064, b000000000, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54
\Device\HarddiskVolume4\Windows\System32\wininit.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 139044, b000000000, 0, 4, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [NcbService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 318059, b000000000, 0, 473, 0, 0, 0, 0, 0, 0, 0, 16, 345, 473
\Device\HarddiskVolume4\Windows\System32\svchost.exe [WbioSvcGroup] [WbioSrvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 239038, b000000000, 0, 66, 0, 0, 21, 0, 0, 0, 0, 0, 0, 87
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_7002521e34feee93\IntelCpHeciSvc.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 139041, b000000000, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
\Device\HarddiskVolume4\Program Files (x86)\Razer\Razer Services\Razer Central\RazerCentralService.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 522507, b000000000, 0, 4449, 0, 0, 413, 0, 0, 0, 0, 0, 19, 4862
\Device\HarddiskVolume4\Windows\System32\svchost.exe [wsappx] [AppXSvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 595790, b000000000, 0, 2475, 0, 0, 387, 0, 0, 0, 0, 4014, 262, 2862
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [NgcSvc], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 64097, b000000000, 0, 19, 0, 0, 2, 0, 0, 0, 0, 0, 1, 21
\Device\HarddiskVolume4\Windows\System32\ibtsiva.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 179031, b000000000, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 12, 66
\Device\HarddiskVolume4\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 203136, b000000000, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_7002521e34feee93\IntelCpHeciSvc.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 269501, b000000000, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [SensorService], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 319052, b000000000, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
\Device\HarddiskVolume4\Windows\System32\CxAudioSvc.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 895156, b000000000, 0, 3793, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3794
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [UserManager], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 893635, b000000000, 0, 1692, 0, 0, 8, 0, 0, 0, 0, 381, 111, 1700
\Device\HarddiskVolume4\Windows\System32\wbem\unsecapp.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 764838, b000000000, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_1d0e377969841bd2\x64\SysInfoCap.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 240022, b000000000, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
\Device\HarddiskVolume4\Windows\System32\svchost.exe [LocalSystemNetworkRestricted] [WPDBusEnum], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 59019, b000000000, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34
\Device\HarddiskVolume4\Windows\System32\DriverStore\FileRepository\hpcustomcapcomp.inf_amd64_1d0e377969841bd2\x64\SysInfoCap.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 254557, b000000000, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 42, 69
\Device\HarddiskVolume4\Windows\System32\svchost.exe [netsvcs] [TokenBroker], S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 835161, b000000000, 0, 2208, 0, 0, 36, 0, 0, 0, 0, 2884, 370, 2244
\Device\HarddiskVolume4\Windows\System32\spoolsv.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 424074, b000000000, 0, 428, 0, 0, 60, 0, 0, 0, 0, 3, 2, 488
\Device\HarddiskVolume4\Windows\System32\SECOMN64.exe, S-1-5-18, 2022-10-17:11:44:00.0000, FALSE, TRUE, FALSE, FALSE, TRUE, NotUnique, FALSE, TRUE, 415175, b000000000, 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71
